level_0,index,Tanggal,tt_air_max,tt_air_avg,tt_air_min,rh_avg,pp_air,rr,ws_avg,ws_max,wd_avg,Arah_Mata_Angin,sr_avg,sr_max
2476,2476,2023-01-18 04:40:00,30.58,29.92,25.5,69.35,995.5398,0.0,2.476,4.712,225.3,SW,596.3,
2477,2477,2023-01-18 04:50:00,30.58,29.88,25.5,69.6,995.3008,0.0,2.627,4.468,218.2,SW,588.4,
2478,2478,2023-01-18 05:00:00,30.58,29.72,25.5,68.31,995.1696,0.0,2.618,5.263,228.8,SW,479.5,
2479,2479,2023-01-18 05:10:00,30.58,29.79,25.5,67.4,995.0816,0.0,2.565,4.58,222.6,SW,582.6,
2480,2480,2023-01-18 05:20:00,30.58,29.68,25.5,67.96,994.9814,0.0,2.678,4.743,227.0,SW,617.4,
2481,2481,2023-01-18 05:30:00,30.58,30.23,25.5,67.01,994.7831,0.0,2.521,4.437,229.9,SW,837.0,
2482,2482,2023-01-18 05:40:00,30.58,30.09,25.5,66.29,994.6839,0.0,3.066,6.069,232.7,SW,624.2,
2483,2483,2023-01-18 05:50:00,30.58,29.77,25.5,67.32,994.6506,0.0,2.745,5.304,245.8,SW,746.4,
2484,2484,2023-01-18 06:00:00,30.58,29.82,25.5,67.43,994.6523,0.0,2.649,5.498,223.0,SW,597.1,
2485,2485,2023-01-18 06:10:00,30.58,29.59,25.5,68.99,994.5438,0.0,2.777,5.212,230.8,SW,495.2,
2486,2486,2023-01-18 06:20:00,30.58,29.38,25.5,70.44,994.377,0.0,2.483,5.569,226.6,SW,432.2,
2487,2487,2023-01-18 06:30:00,30.58,29.26,25.5,71.22,994.1401,0.0,2.282,5.773,220.9,SW,403.8,
2488,2488,2023-01-18 06:40:00,30.58,29.09,25.5,71.01,994.1096,0.0,2.754,4.774,228.5,SW,430.8,
2489,2489,2023-01-18 06:50:00,30.58,29.18,25.5,71.26,993.9058,0.0,2.245,5.477,221.1,SW,489.4,
2490,2490,2023-01-18 07:00:00,30.58,29.01,25.5,71.45,993.7823,0.0,2.255,4.774,227.2,SW,473.7,
2491,2491,2023-01-18 07:10:00,30.58,29.28,25.5,70.85,993.7088,0.0,2.328,4.835,223.0,SW,459.0,
2492,2492,2023-01-18 07:20:00,30.58,29.18,25.5,69.6,993.5941,0.0,2.653,4.437,230.4,SW,455.0,
2493,2493,2023-01-18 07:30:00,30.58,29.2,25.5,69.42,993.4138,0.0,2.611,4.223,224.6,SW,449.8,
2494,2494,2023-01-18 07:40:00,30.58,29.27,25.5,69.61,993.3085,0.0,2.096,3.754,228.4,SW,421.0,
2495,2495,2023-01-18 07:50:00,30.58,29.62,25.5,69.5,993.171,0.0,2.214,4.192,236.2,SW,493.3,
2496,2496,2023-01-18 08:00:00,30.58,29.1,25.5,70.86,993.169,0.0,2.64,5.12,242.0,SW,352.7,
2497,2497,2023-01-18 08:10:00,30.58,28.89,25.5,70.8,993.3594,0.0,2.286,5.192,228.4,SW,264.4,
2498,2498,2023-01-18 08:20:00,30.58,28.6,25.5,71.63,993.4919,0.0,2.172,4.386,231.2,SW,233.2,
2499,2499,2023-01-18 08:30:00,30.58,28.55,25.5,72.1,993.4548,0.0,2.099,3.733,229.2,SW,270.7,
2500,2500,2023-01-18 08:40:00,30.58,28.84,25.5,70.39,993.3812,0.0,2.006,3.437,242.3,SW,363.4,
2501,2501,2023-01-18 08:50:00,30.58,28.95,25.5,68.71,993.4898,0.0,2.234,4.366,216.9,SW,247.0,
2502,2502,2023-01-18 09:00:00,30.58,28.49,25.5,70.53,993.5636,0.0,1.489,3.611,217.8,SW,124.0,
2503,2503,2023-01-18 09:10:00,30.58,28.19,25.5,71.97,993.5907,0.0,1.635,3.509,222.9,SW,92.9,
2504,2504,2023-01-18 09:20:00,30.58,27.84,25.5,72.51,993.5642,0.0,2.142,3.866,227.3,SW,76.51,
2505,2505,2023-01-18 09:30:00,30.58,27.61,25.5,74.44,993.4702,0.0,1.905,4.151,223.1,SW,60.62,
2506,2506,2023-01-18 09:40:00,30.58,,25.5,75.55,993.5282,0.0,1.671,2.795,227.3,SW,46.34,
2507,2507,2023-01-18 09:50:00,30.58,27.22,25.5,76.9,993.5028,0.0,1.356,2.581,222.6,SW,35.9,
2508,2508,2023-01-18 10:00:00,30.58,,25.5,78.16,993.5681,0.0,1.354,2.652,223.5,SW,28.3,
2509,2509,2023-01-18 10:10:00,30.58,26.83,25.5,79.39,993.5626,0.0,1.223,2.234,239.2,SW,22.76,
2510,2510,2023-01-18 10:20:00,30.58,26.66,25.5,80.5,993.699,0.0,0.72,1.51,239.1,SW,18.9,
2511,2511,2023-01-18 10:30:00,30.58,26.57,25.5,81.3,993.8401,0.0,0.822,1.683,239.5,SW,16.15,
2512,2512,2023-01-18 10:40:00,30.58,,25.5,82.7,993.8041,0.0,0.792,2.071,233.9,SW,14.35,
2513,2513,2023-01-18 10:50:00,30.58,26.33,25.5,83.5,993.9119,0.0,0.713,1.377,222.8,SW,12.1,
2514,2514,2023-01-18 11:00:00,30.58,26.24,25.5,83.9,994.1888,0.0,0.528,1.244,235.8,SW,4.746,
2515,2515,2023-01-18 11:10:00,30.58,,25.5,84.6,994.4974,0.0,0.481,0.826,249.2,W,0.023,
2516,2516,2023-01-18 11:20:00,30.58,26.09,25.5,84.8,994.893,0.0,0.465,0.969,266.6,W,0.0,
2517,2517,2023-01-18 11:30:00,30.58,25.81,25.5,87.7,995.1881,0.0,0.252,0.734,261.3,W,0.0,
2518,2518,2023-01-18 11:40:00,30.58,,25.5,86.8,995.2676,0.0,0.365,0.683,238.4,SW,0.0,
2519,2519,2023-01-18 11:50:00,30.58,,25.33,89.1,995.3604,0.0,0.052,0.53,247.7,W,0.0,
2520,2520,2023-01-18 12:00:00,30.58,25.4,25.28,89.5,995.3874,0.0,0.376,0.949,226.7,SW,0.0,
2521,2521,2023-01-18 12:10:00,30.58,25.47,25.28,88.5,995.4286,0.0,0.531,0.928,233.9,SW,0.0,
2522,2522,2023-01-18 12:20:00,30.58,25.53,25.28,88.0,995.5336,0.0,0.319,0.847,267.1,W,0.0,
2523,2523,2023-01-18 12:30:00,30.58,25.53,25.28,88.6,995.7111,0.0,0.282,1.122,252.3,W,0.0,
2524,2524,2023-01-18 12:40:00,30.58,,25.05,91.2,995.7214,0.0,0.215,0.836,281.9,W,0.0,
2525,2525,2023-01-18 12:50:00,30.58,25.29,25.05,89.5,995.7156,0.0,0.468,0.949,277.1,W,0.0,
2526,2526,2023-01-18 13:00:00,30.58,,25.05,89.5,995.8401,0.0,0.48,0.826,265.3,W,0.0,
2527,2527,2023-01-18 13:10:00,30.58,,25.05,89.2,996.013,0.0,0.523,0.816,261.6,W,0.0,
2528,2528,2023-01-18 13:20:00,30.58,25.38,25.05,89.6,996.1298,0.0,0.636,0.979,252.6,W,0.0,
2529,2529,2023-01-18 13:30:00,30.58,25.3,25.05,89.8,996.299,0.0,0.568,0.989,271.3,W,0.0,
2530,2530,2023-01-18 13:40:00,30.58,25.26,25.05,89.8,996.3746,0.0,0.432,0.918,276.2,W,0.0,
2531,2531,2023-01-18 13:50:00,30.58,25.33,25.05,89.8,996.4108,0.0,0.211,0.806,267.0,W,0.0,
2532,2532,2023-01-18 14:00:00,30.58,,,91.5,996.5593,0.0,0.414,1.0,64.62,NE,0.0,
2533,2533,2023-01-18 14:10:00,30.58,25.06,24.93,91.1,996.6806,0.0,0.32,0.826,176.9,S,0.0,
2534,2534,2023-01-18 14:20:00,30.58,25.17,24.93,89.5,996.5053,0.0,0.085,0.612,139.0,SE,0.0,
2535,2535,2023-01-18 14:30:00,30.58,,24.93,90.0,996.4993,0.0,0.172,0.745,64.72,NE,0.0,
2536,2536,2023-01-18 14:40:00,30.58,24.97,24.88,88.7,996.4606,0.0,0.254,0.673,72.74,E,0.0,
2537,2537,2023-01-18 14:50:00,30.58,24.86,24.73,88.7,996.4625,0.0,0.233,0.785,49.97,NE,0.0,
2538,2538,2023-01-18 15:00:00,30.58,24.76,24.66,88.9,996.4723,0.0,0.43,0.908,28.54,NE,0.0,
2539,2539,2023-01-18 15:10:00,30.58,,24.58,90.0,996.4816,0.0,0.28,0.745,55.13,NE,0.0,
2540,2540,2023-01-18 15:20:00,30.58,,24.44,90.9,996.4974,0.0,0.282,0.622,45.59,NE,0.0,
2541,2541,2023-01-18 15:30:00,30.58,24.4,24.29,91.5,996.4787,0.0,0.379,1.061,44.03,NE,0.0,
2542,2542,2023-01-18 15:40:00,30.58,24.36,24.26,91.9,996.3611,0.0,0.259,0.714,94.8,E,0.0,
2543,2543,2023-01-18 15:50:00,30.58,24.47,24.26,90.6,996.2519,0.0,0.349,0.836,91.8,E,0.0,
2544,2544,2023-01-18 16:00:00,30.58,,24.26,89.4,996.2293,0.0,0.22,0.775,141.1,SE,0.0,
2545,2545,2023-01-18 16:10:00,30.58,24.59,24.26,90.0,996.1693,0.0,0.457,0.938,77.47,E,0.0,
2546,2546,2023-01-18 16:20:00,30.58,24.58,24.26,89.9,996.0862,0.0,0.32,1.04,77.88,E,0.0,
2547,2547,2023-01-18 16:30:00,30.58,,24.26,90.9,995.9896,0.0,0.231,0.989,96.6,E,0.0,
2548,2548,2023-01-18 16:40:00,30.58,24.45,24.26,89.7,995.821,0.0,0.297,1.01,93.4,E,0.0,
2549,2549,2023-01-18 16:50:00,30.58,24.46,24.26,89.9,995.6516,0.0,0.188,0.602,113.9,SE,0.0,
2550,2550,2023-01-18 17:00:00,30.58,24.38,24.26,90.7,995.5291,0.0,0.067,0.612,125.3,SE,0.0,
2551,2551,2023-01-18 17:10:00,30.58,24.24,24.14,91.2,995.4751,0.0,0.037,0.388,208.0,SW,0.0,
2552,2552,2023-01-18 17:20:00,30.58,24.19,24.09,91.7,995.4018,0.0,0.214,0.612,100.1,E,0.0,
2553,2553,2023-01-18 17:30:00,30.58,24.12,,91.8,995.2514,0.0,0.252,0.826,54.88,NE,0.0,
2554,2554,2023-01-18 17:40:00,30.58,24.02,23.91,92.8,995.1237,0.0,0.516,1.224,46.73,NE,0.0,
2555,2555,2023-01-18 17:50:00,30.58,23.99,23.88,93.6,994.9687,0.0,0.352,0.928,60.32,NE,0.0,
2556,2556,2023-01-18 18:00:00,30.58,24.02,23.88,92.9,994.8066,0.0,0.044,0.418,168.7,S,0.0,
2557,2557,2023-01-18 18:10:00,30.58,24.1,23.88,92.3,994.6851,0.0,0.0,0.0,193.1,S,0.0,
2558,2558,2023-01-18 18:20:00,30.58,24.03,23.88,92.8,994.6151,0.0,0.162,0.357,83.8,E,0.0,
2559,2559,2023-01-18 18:30:00,30.58,23.9,23.8,93.4,994.608,0.0,0.137,0.612,54.06,NE,0.0,
2560,2560,2023-01-18 18:40:00,30.58,23.85,23.78,93.9,994.4996,0.0,0.094,0.479,136.4,SE,0.0,
2561,2561,2023-01-18 18:50:00,30.58,23.86,23.78,93.8,994.3931,0.0,0.008,0.286,227.7,SW,0.0,
2562,2562,2023-01-18 19:00:00,30.58,23.89,23.78,93.5,994.407,0.0,0.0,0.0,103.5,E,0.0,
2563,2563,2023-01-18 19:10:00,30.58,,23.73,94.0,994.4198,0.0,0.264,0.816,77.72,E,0.0,
2564,2564,2023-01-18 19:20:00,30.58,23.77,23.65,94.4,994.4426,0.0,0.297,0.683,70.0,E,0.0,
2565,2565,2023-01-18 19:30:00,30.58,23.72,,94.6,994.4041,0.0,0.107,0.52,56.85,NE,0.0,
2566,2566,2023-01-18 19:40:00,30.58,23.7,23.63,94.9,994.4138,0.0,0.114,0.826,68.53,E,0.0,
2567,2567,2023-01-18 19:50:00,30.58,23.72,23.63,95.0,994.5166,0.0,0.105,0.745,136.3,SE,0.0,
2568,2568,2023-01-18 20:00:00,30.58,23.76,23.63,95.2,994.5721,0.0,0.128,0.826,52.67,NE,0.0,
2569,2569,2023-01-18 20:10:00,30.58,23.76,23.63,95.3,994.6464,0.0,0.329,0.989,61.18,NE,0.0,
2570,2570,2023-01-18 20:20:00,30.58,23.82,23.63,95.2,994.6621,0.0,0.579,1.601,50.18,NE,0.0,
2571,2571,2023-01-18 20:30:00,30.58,23.91,23.63,94.4,994.6476,0.0,0.65,1.51,47.59,NE,0.0,
2572,2572,2023-01-18 20:40:00,30.58,23.92,23.63,93.8,994.6419,0.0,0.455,0.949,47.56,NE,0.0,
2573,2573,2023-01-18 20:50:00,30.58,23.88,23.63,93.3,994.685,0.0,0.312,0.867,109.5,E,0.0,
2574,2574,2023-01-18 21:00:00,30.58,23.88,23.63,92.4,994.7592,0.0,0.127,0.673,89.5,E,0.0,
2575,2575,2023-01-18 21:10:00,30.58,23.89,23.63,92.1,994.7926,0.0,0.239,0.694,218.9,SW,0.0,
2576,2576,2023-01-18 21:20:00,30.58,23.89,23.63,92.6,994.787,0.0,0.281,0.938,99.8,E,0.0,
2577,2577,2023-01-18 21:30:00,30.58,23.85,23.63,93.3,994.8661,0.0,0.184,0.622,96.2,E,0.0,
2578,2578,2023-01-18 21:40:00,30.58,23.79,23.63,93.7,994.8973,0.0,0.086,0.632,234.9,SW,0.0,
2579,2579,2023-01-18 21:50:00,30.58,23.72,23.61,94.0,994.953,0.0,0.293,1.081,211.5,SW,0.0,
2580,2580,2023-01-18 22:00:00,30.58,23.63,23.53,94.4,995.0031,0.0,0.282,0.694,57.95,NE,0.0,
2581,2581,2023-01-18 22:10:00,30.58,23.6,23.48,94.6,995.1493,0.0,0.09,0.602,231.4,SW,0.0,
2582,2582,2023-01-18 22:20:00,30.58,23.62,23.48,94.6,995.2922,0.0,0.0,0.0,280.7,W,0.0,
2583,2583,2023-01-18 22:30:00,30.58,23.6,23.48,94.7,995.3418,0.0,0.18,0.53,265.7,W,0.0,
2584,2584,2023-01-18 22:40:00,30.58,23.6,23.48,94.6,995.4038,0.0,0.076,0.439,254.9,W,1.822,
2585,2585,2023-01-18 22:50:00,30.58,23.62,23.48,94.9,995.4821,0.0,0.004,0.214,108.2,E,9.46,
2586,2586,2023-01-18 23:00:00,30.58,,23.48,94.9,995.557,0.0,0.027,0.326,189.0,S,20.06,
2587,2587,2023-01-18 23:10:00,30.58,23.69,23.48,94.5,995.5773,0.0,0.035,0.357,275.1,W,35.04,
2588,2588,2023-01-18 23:20:00,30.58,23.92,23.48,93.6,995.5313,0.0,0.004,0.214,271.1,W,50.64,
2589,2589,2023-01-18 23:30:00,30.58,24.16,23.48,92.7,995.5704,0.0,0.324,0.724,275.2,W,69.69,
2590,2590,2023-01-18 23:40:00,30.58,24.56,23.48,89.8,995.702,0.0,0.576,1.091,282.1,W,85.7,
2591,2591,2023-01-18 23:50:00,30.58,24.97,23.48,87.3,995.7262,0.0,0.22,0.908,178.5,S,106.0,
2592,2592,2023-01-19 00:00:00,,,,,,,,,, ,,
2593,2593,2023-01-19 00:10:00,,26.2,25.74,80.7,995.7414,0.0,0.535,1.173,90.6,E,262.4,284.9
2594,2594,2023-01-19 00:20:00,,26.58,25.74,78.48,995.7882,0.0,0.677,1.387,140.1,SE,307.5,326.7
2595,2595,2023-01-19 00:30:00,,,25.74,79.02,995.9416,0.0,0.763,1.448,117.2,SE,350.7,385.0
2596,2596,2023-01-19 00:40:00,,,25.74,74.4,996.0681,0.0,0.751,1.846,219.8,SW,413.5,438.2
2597,2597,2023-01-19 00:50:00,28.04,27.52,25.74,72.78,996.1686,0.0,0.644,1.765,201.2,S,403.2,438.2
2598,2598,2023-01-19 01:00:00,28.05,27.89,25.74,71.79,996.1168,0.0,0.743,1.316,242.1,SW,435.2,464.0
2599,2599,2023-01-19 01:10:00,28.14,27.93,25.74,69.67,996.0426,0.0,0.898,1.836,252.5,W,489.5,534.8
2600,2600,2023-01-19 01:20:00,28.65,28.24,25.74,69.12,996.0599,0.0,1.154,2.173,238.2,SW,599.2,663.1
2601,2601,2023-01-19 01:30:00,28.92,28.66,25.74,67.62,996.1306,0.0,1.107,2.193,230.7,SW,562.4,695.4
2602,2602,2023-01-19 01:40:00,28.93,28.73,25.74,67.15,996.1719,0.0,1.204,2.989,237.0,SW,633.0,726.4
2603,2603,2023-01-19 01:50:00,29.02,28.87,25.74,66.54,996.1581,0.0,1.228,3.131,245.5,SW,692.5,786.5
2604,2604,2023-01-19 02:00:00,29.36,29.2,25.74,65.93,996.1553,0.0,1.316,2.642,245.0,SW,628.1,793.0
2605,2605,2023-01-19 02:10:00,29.57,29.27,25.74,65.29,996.0906,0.0,1.748,3.631,239.9,SW,581.7,793.0
2606,2606,2023-01-19 02:20:00,29.62,29.17,25.74,66.4,996.1274,0.0,1.603,3.692,241.2,SW,687.6,878.0
2607,2607,2023-01-19 02:30:00,29.95,29.72,25.74,64.92,996.0494,0.0,1.836,3.182,222.2,SW,771.1,932.0
2608,2608,2023-01-19 02:40:00,29.95,29.2,25.74,66.48,996.0647,0.0,2.243,3.856,224.0,SW,501.8,946.0
2609,2609,2023-01-19 02:50:00,30.21,29.8,25.74,64.58,995.9347,0.0,2.028,3.703,226.3,SW,901.0,974.0
2610,2610,2023-01-19 03:00:00,30.24,29.82,25.74,64.08,995.847,0.0,1.847,3.458,224.7,SW,630.6,974.0
2611,2611,2023-01-19 03:10:00,30.48,30.07,25.74,64.03,995.8392,0.0,1.48,2.785,248.6,W,788.9,974.0
2612,2612,2023-01-19 03:20:00,30.48,29.71,25.74,64.98,995.8096,0.0,1.897,3.682,253.1,W,528.3,983.0
2613,2613,2023-01-19 03:30:00,30.92,30.52,25.74,62.61,995.6378,0.0,1.91,3.937,223.1,SW,969.0,
2614,2614,2023-01-19 03:40:00,30.92,30.28,25.74,63.5,995.4886,0.0,1.957,3.937,231.1,SW,835.0,
2615,2615,2023-01-19 03:50:00,30.92,30.46,25.74,63.38,995.4296,0.0,2.457,4.61,234.9,SW,706.2,
2616,2616,2023-01-19 04:00:00,30.92,30.54,25.74,64.39,995.4233,0.0,2.02,4.009,232.6,SW,873.0,
2617,2617,2023-01-19 04:10:00,30.92,30.6,25.74,63.12,995.4181,0.0,2.7,4.886,230.6,SW,725.4,
2618,2618,2023-01-19 04:20:00,30.92,30.35,25.74,65.2,995.3842,0.0,2.313,5.294,236.1,SW,800.0,
2619,2619,2023-01-19 04:30:00,31.19,30.81,25.74,63.45,995.3276,0.0,2.357,4.223,228.2,SW,913.0,
2620,2620,2023-01-19 04:40:00,31.19,30.69,25.74,63.15,995.2975,0.0,2.493,4.641,233.6,SW,970.0,
2621,2621,2023-01-19 04:50:00,31.19,30.7,25.74,63.54,995.2208,0.0,2.251,3.703,222.8,SW,559.0,
2622,2622,2023-01-19 05:00:00,31.36,30.9,25.74,63.01,995.093,0.0,2.335,4.213,223.8,SW,412.5,
2623,2623,2023-01-19 05:10:00,31.36,30.73,25.74,62.81,994.9594,0.0,2.704,5.029,223.5,SW,789.0,
2624,2624,2023-01-19 05:20:00,31.37,30.99,25.74,62.77,994.7696,0.0,2.938,5.345,227.4,SW,973.0,
2625,2625,2023-01-19 05:30:00,31.37,31.02,25.74,61.31,994.5868,0.0,3.111,5.579,236.3,SW,952.0,
2626,2626,2023-01-19 05:40:00,31.37,30.7,25.74,61.35,994.3351,0.0,3.039,5.233,221.9,SW,770.1,
2627,2627,2023-01-19 05:50:00,31.47,31.26,25.74,60.8,994.085,0.0,3.158,6.13,224.4,SW,991.0,
2628,2628,2023-01-19 06:00:00,31.59,31.25,25.74,59.82,994.0509,0.0,3.159,4.784,227.9,SW,908.0,
2629,2629,2023-01-19 06:10:00,31.59,31.29,25.74,59.89,993.9362,0.0,2.516,5.039,219.4,SW,879.0,
2630,2630,2023-01-19 06:20:00,31.59,31.26,25.74,60.88,993.763,0.0,2.714,5.712,220.3,SW,866.0,
2631,2631,2023-01-19 06:30:00,31.59,31.04,25.74,60.36,993.5741,0.0,3.133,5.284,231.6,SW,881.0,
2632,2632,2023-01-19 06:40:00,31.59,30.98,25.74,61.12,993.5722,0.0,2.654,6.038,225.9,SW,883.0,
2633,2633,2023-01-19 06:50:00,31.59,31.21,25.74,61.31,993.3653,0.0,2.939,4.896,222.6,SW,844.0,
2634,2634,2023-01-19 07:00:00,31.59,31.25,25.74,60.98,993.1693,0.0,2.645,5.987,225.1,SW,798.4,
2635,2635,2023-01-19 07:10:00,31.59,31.13,25.74,61.84,993.0915,0.0,2.4,5.161,227.1,SW,754.7,
2636,2636,2023-01-19 07:20:00,31.59,30.82,25.74,62.61,993.0158,0.0,3.231,5.834,223.2,SW,757.1,
2637,2637,2023-01-19 07:30:00,31.59,30.85,25.74,63.46,992.6773,0.0,2.83,5.212,213.0,SW,789.7,
2638,2638,2023-01-19 07:40:00,31.59,31.15,25.74,62.84,992.5922,0.0,2.4,4.661,215.7,SW,603.0,
2639,2639,2023-01-19 07:50:00,31.59,30.37,25.74,66.23,992.5838,0.0,2.574,5.09,221.6,SW,569.5,
2640,2640,2023-01-19 08:00:00,31.59,30.3,25.74,66.74,992.599,0.0,2.666,5.314,223.0,SW,613.5,
2641,2641,2023-01-19 08:10:00,31.59,29.93,25.74,68.12,992.7138,0.0,2.593,4.57,238.7,SW,494.6,
2642,2642,2023-01-19 08:20:00,31.59,29.83,25.74,68.83,992.6991,0.0,2.331,4.315,226.1,SW,426.5,
2643,2643,2023-01-19 08:30:00,31.59,29.9,25.74,67.82,992.685,0.0,2.62,4.865,201.2,S,359.8,
2644,2644,2023-01-19 08:40:00,31.59,29.29,25.74,70.42,992.6648,0.0,2.508,3.805,221.9,SW,261.3,
2645,2645,2023-01-19 08:50:00,31.59,29.07,25.74,71.95,992.7571,0.0,1.949,3.917,223.1,SW,209.4,
2646,2646,2023-01-19 09:00:00,31.59,28.96,25.74,73.15,992.7334,0.0,1.788,4.141,204.7,SW,166.4,
2647,2647,2023-01-19 09:10:00,31.59,28.76,25.74,74.04,992.6713,0.0,2.237,4.672,217.4,SW,158.3,
2648,2648,2023-01-19 09:20:00,31.59,28.45,25.74,74.19,992.7035,0.0,2.321,4.427,216.1,SW,109.1,
2649,2649,2023-01-19 09:30:00,31.59,28.22,25.74,76.0,993.0771,0.0,1.585,2.887,213.8,SW,58.34,
2650,2650,2023-01-19 09:40:00,31.59,28.11,25.74,76.5,993.1945,0.0,1.143,2.417,210.3,SW,46.05,
2651,2651,2023-01-19 09:50:00,31.59,28.02,25.74,76.33,993.2053,0.0,1.723,3.886,203.1,SW,30.77,
2652,2652,2023-01-19 10:00:00,31.59,27.77,25.74,76.38,993.343,0.0,1.587,3.458,211.8,SW,25.96,
2653,2653,2023-01-19 10:10:00,31.59,,25.74,76.86,993.5561,0.0,0.874,1.989,219.6,SW,26.41,
2654,2654,2023-01-19 10:20:00,31.59,27.49,25.74,77.65,993.6811,0.0,0.592,1.52,216.2,SW,18.92,
2655,2655,2023-01-19 10:30:00,31.59,27.48,25.74,78.28,993.747,0.0,0.894,1.918,207.1,SW,10.19,
2656,2656,2023-01-19 10:40:00,31.59,,25.74,80.4,993.8494,0.0,0.714,1.55,201.1,S,5.178,
2657,2657,2023-01-19 10:50:00,31.59,27.03,25.74,81.6,994.0414,0.0,0.725,1.469,235.1,SW,1.301,
2658,2658,2023-01-19 11:00:00,31.59,,25.74,81.6,994.3426,0.0,0.653,1.091,235.9,SW,0.0,
2659,2659,2023-01-19 11:10:00,31.59,,25.74,82.4,994.4276,0.0,0.454,1.703,256.8,W,0.0,
2660,2660,2023-01-19 11:20:00,31.59,,25.74,85.0,994.6856,0.0,0.28,0.938,164.9,S,0.0,
2661,2661,2023-01-19 11:30:00,31.59,26.31,25.74,88.0,994.7181,0.0,0.442,0.949,74.65,E,0.0,
2662,2662,2023-01-19 11:40:00,31.59,25.97,25.74,89.3,994.7796,0.0,0.646,1.581,65.12,NE,0.0,
2663,2663,2023-01-19 11:50:00,31.59,,25.52,89.8,994.9154,0.0,0.77,1.54,47.69,NE,0.0,
2664,2664,2023-01-19 12:00:00,31.59,25.52,25.44,90.5,994.9226,0.0,0.615,1.469,55.62,NE,0.0,
2665,2665,2023-01-19 12:10:00,31.59,,25.41,90.7,994.9705,0.0,0.737,1.438,74.68,E,0.0,
2666,2666,2023-01-19 12:20:00,31.59,25.47,25.38,90.9,995.0229,0.0,1.224,2.101,102.6,E,0.0,
2667,2667,2023-01-19 12:30:00,31.59,,,90.9,995.1491,0.0,0.767,2.071,230.7,SW,0.0,
2668,2668,2023-01-19 12:40:00,31.59,25.47,25.29,91.3,995.3014,0.0,0.878,2.152,261.1,W,0.0,
2669,2669,2023-01-19 12:50:00,31.59,25.18,24.99,92.2,995.4342,0.0,0.94,2.305,249.4,W,0.0,
2670,2670,2023-01-19 13:00:00,31.59,,24.87,92.7,995.4248,0.0,0.486,1.346,220.0,SW,0.0,
2671,2671,2023-01-19 13:10:00,31.59,,24.87,93.1,995.504,0.0,0.529,1.04,272.3,W,0.0,
2672,2672,2023-01-19 13:20:00,31.59,24.97,24.87,93.3,995.6053,0.0,0.735,1.336,270.0,W,0.0,
2673,2673,2023-01-19 13:30:00,31.59,,24.85,93.2,995.7457,0.0,0.819,1.836,278.7,W,0.0,
2674,2674,2023-01-19 13:40:00,31.59,,24.85,92.9,995.8763,0.0,0.599,1.683,239.8,SW,0.0,
2675,2675,2023-01-19 13:50:00,31.59,24.91,,91.4,995.9699,0.0,0.57,1.428,168.0,S,0.0,
2676,2676,2023-01-19 14:00:00,31.59,,24.74,92.0,995.9799,0.0,0.539,1.54,95.0,E,0.0,
2677,2677,2023-01-19 14:10:00,31.59,24.69,24.53,91.9,996.0673,0.0,0.903,2.234,73.57,E,0.0,
2678,2678,2023-01-19 14:20:00,31.59,24.6,24.52,91.0,996.081,0.0,0.983,2.03,103.2,E,0.0,
2679,2679,2023-01-19 14:30:00,31.59,24.6,24.52,90.8,996.0536,0.0,1.157,2.05,138.1,SE,0.0,
2680,2680,2023-01-19 14:40:00,31.59,24.63,24.52,90.5,996.0388,0.0,0.732,1.571,169.3,S,0.0,
2681,2681,2023-01-19 14:50:00,31.59,,24.52,90.7,996.0613,0.0,0.748,1.652,223.3,SW,0.0,
2682,2682,2023-01-19 15:00:00,31.59,,24.52,90.4,996.1502,0.0,0.48,1.285,138.4,SE,0.0,
2683,2683,2023-01-19 15:10:00,31.59,24.72,24.52,91.0,996.1843,0.0,0.292,1.173,143.7,SE,0.0,
2684,2684,2023-01-19 15:20:00,31.59,24.73,24.52,90.8,996.2396,0.0,0.352,0.663,211.1,SW,0.0,
2685,2685,2023-01-19 15:30:00,31.59,24.69,24.52,91.4,996.196,0.0,0.298,0.989,61.29,NE,0.0,
2686,2686,2023-01-19 15:40:00,31.59,24.51,24.4,92.5,996.2461,0.0,0.428,0.949,66.02,NE,0.0,
2687,2687,2023-01-19 15:50:00,31.59,,24.4,92.7,996.1739,0.0,0.272,0.745,50.31,NE,0.0,
2688,2688,2023-01-19 16:00:00,31.59,24.59,24.4,92.1,996.0344,0.0,0.121,0.418,221.8,SW,0.0,
2689,2689,2023-01-19 16:10:00,31.59,,24.4,91.2,995.9776,0.0,0.297,0.653,270.8,W,0.0,
2690,2690,2023-01-19 16:20:00,31.59,24.64,24.4,91.6,995.9139,0.0,0.155,0.469,132.6,SE,0.0,
2691,2691,2023-01-19 16:30:00,31.59,24.5,24.4,92.5,995.8217,0.0,0.028,0.286,55.84,NE,0.0,
2692,2692,2023-01-19 16:40:00,31.59,24.51,24.4,92.7,995.7627,0.0,0.094,0.49,111.9,E,0.0,
2693,2693,2023-01-19 16:50:00,31.59,24.47,24.35,92.1,995.6464,0.0,0.338,0.632,62.11,NE,0.0,
2694,2694,2023-01-19 17:00:00,31.59,24.44,24.34,92.3,995.429,0.0,0.344,0.673,49.67,NE,0.0,
2695,2695,2023-01-19 17:10:00,31.59,24.4,24.31,92.1,995.2601,0.0,0.113,0.561,236.3,SW,0.0,
