level_0,index,Tanggal,tt_air_max,tt_air_avg,tt_air_min,rh_avg,pp_air,rr,ws_avg,ws_max,wd_avg,Arah_Mata_Angin,sr_avg,sr_max
1300,1300,2023-01-10 00:40:00,,,,85.5,997.8274,0.0,0.306,0.816,212.3,SW,142.2,188.0
1301,1301,2023-01-10 00:50:00,,,,85.2,997.8553,0.0,0.831,1.469,222.6,SW,212.3,251.8
1302,1302,2023-01-10 01:00:00,,,,82.3,997.8626,0.0,1.27,2.56,228.2,SW,284.4,299.8
1303,1303,2023-01-10 01:10:00,,,,80.9,997.9628,0.0,1.143,1.805,241.7,SW,269.4,323.0
1304,1304,2023-01-10 01:20:00,,27.03,,79.03,998.029,0.0,0.696,1.663,263.8,W,296.1,324.0
1305,1305,2023-01-10 01:30:00,,,,78.5,998.1168,0.0,0.396,0.908,217.8,SW,266.7,324.0
1306,1306,2023-01-10 01:40:00,,,,79.84,998.0873,0.0,0.454,1.346,188.0,S,287.9,324.0
1307,1307,2023-01-10 01:50:00,,27.42,,79.25,998.0082,0.0,0.491,1.081,190.0,S,441.9,900.0
1308,1308,2023-01-10 02:00:00,28.09,27.88,,75.6,997.9918,0.0,0.626,1.54,259.1,W,487.8,974.0
1309,1309,2023-01-10 02:10:00,29.05,28.56,,71.67,997.9296,0.0,0.889,2.02,232.5,SW,802.0,992.0
1310,1310,2023-01-10 02:20:00,29.05,28.88,,70.83,997.8675,0.0,1.08,2.315,234.8,SW,814.0,992.0
